leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
387,234.0,none,none,none,none,Sadegh Sharafkandi,Sadegh Sharafkandi,Sadegh,Sharafkandi,none,none,Iran,Iran vs KDPI,Democratic Party of Iranian Kurdistan,none,NaN,Male,1938.0,1992.0,1.0,"Bukan, West Azerbaijan Province, Iran",51.0,51.0,Elected,0.0,Obtained Doctorate,Chemistry,Science,none,0.0,1.0,1.0,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,1.0,1.0,4.0,Doctorate,France,0.0,0.0,2.0,0.0,0.0,Assassinated by government,"Kurdish, Farsi, Arabic, Turkish, French",0.0,1.0,Complete,257,1989.0-1992.0,50.0,929,2.0,7.0,1989.0,9.0,1992.0,6.0,260.0,1005.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,3823.0,630.0,0.0,0.0,0.0,1.0,0.0,54.0
388,436.0,none,none,none,none,Salva Kiir Mayardit,Salva Kiir Mayardit,Salva,Mayardit,none,none,Sudan,Sudan vs Republic of South Sudan,Republic of South Sudan,none,NaN,Male,1951.0,NaN,0.0,"Akon, Sudan (now South Sudan)",60.0,60.0,Elected,0.0,Obtained Bachelor's,Military Studies,Military,none,0.0,0.0,1.0,NaN,1.0,Christianity,1.0,0.0,0.0,0.0,Military,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Dinka, Arabic, English, Kiswahili",1.0,1.0,Complete,624,2011.0-2011.0,1.0,1673,1.0,5.0,2011.0,7.0,2011.0,269.0,815.0,2014.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0,0.0,-2.0,2308.0,625.0,0.0,0.0,0.0,1.0,0.0,60.0
389,136.0,none,none,none,none,Salvador Cayetano Carpio,Cayetano Carpio,Cayetano,Carpio,Commander Marcial,none,El Salvador,El Salvador vs FMLN,Frente Farabundo Martí para la Liberación Nacional (FMLN) [umbrella],Farabundo Marti National Liberation Front,3.0,Male,1918.0,1983.0,1.0,El Salvador,51.0,62.0,Founded/Co-founded,0.0,Obtained Bachelor's,Russian,Other,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Other,0.0,1.0,0.0,0.0,1.0,1.0,4.0,Bachelor's,Russia,1.0,0.0,3.0,1.0,0.0,Suicide,"Spanish, Russian",0.0,0.0,Complete,1270,1980.0-1983.0,10.0,517,1.0,9.0,1980.0,4.0,1983.0,120.0,225.0,1616.0,1.0,2.0,1.0,1.0,2.0,2.0,976.0,903.0,427.0,265.0,0.0,0.0,0.0,1.0,0,0.0,5.0,477.0,92.0,0.0,0.0,0.0,0.0,1.0,65.0
390,137.0,none,none,none,none,Salvador Sánchez Cerén,Salvador Sánchez Cerén,Salvador,Cerén,none,none,El Salvador,El Salvador vs FMLN,Frente Farabundo Martí para la Liberación Nacional (FMLN) [umbrella],Farabundo Marti National Liberation Front,3.0,Male,1944.0,NaN,0.0,"Quezaltepeque, El Salvador",39.0,39.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,24.0,1.0,Christianity,0.0,1.0,0.0,0.0,Education,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Spanish,0.0,0.0,Complete,464,1983.0-1992.0,72.0,527,2.0,4.0,1983.0,1.0,1992.0,120.0,225.0,1616.0,1.0,2.0,1.0,1.0,2.0,2.0,1345.0,1039.0,1362.0,353.0,0.0,0.0,0.0,1.0,0,0.0,5.0,335.0,92.0,0.0,0.0,0.0,0.0,1.0,48.0
391,420.0,none,none,none,none,Sam Nujoma,Sam Nujoma,Sam,Nujoma,none,none,South Africa,South Africa vs SWAPO,South-West Africa People's Organization (SWAPO)/People's Liberation Army of Namibia,SWAPO,404.0,Male,1929.0,NaN,0.0,"Owambo, South West Africa",31.0,37.0,Appointed/Designated,0.0,Finished primary,none,none,none,0.0,0.0,1.0,27.0,1.0,Christianity,0.0,0.0,0.0,0.0,Other,0.0,0.0,0.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,1.0,0.0,none,English,1.0,0.0,Complete,3280,1966.0-1988.0,276.0,1608,1.0,8.0,1966.0,8.0,1988.0,101.0,516.0,1307.0,0.0,2.0,0.0,0.0,2.0,2.0,56.0,26.0,29.0,13.0,0.0,0.0,0.0,1.0,0,0.0,7.0,6083.0,560.0,1.0,0.0,0.0,0.0,0.0,59.0
392,428.0,none,none,none,none,Saman Piyasiri Fernando,Keerthi Wijayabahu,Keerthi,Wijayabahu,Keerthi Wijayabahu,none,Sri Lanka,Sri Lanka vs JVP,Janatha Vimukthi Peramuna,JVP,NaN,Male,NaN,1989.0,1.0,NaN,NaN,NaN,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Buddhism,NaN,NaN,NaN,NaN,none,0.0,NaN,NaN,0.0,0.0,0.0,0.0,none,none,NaN,0.0,NaN,NaN,NaN,Assassinated by government,Sinhalese,0.0,0.0,Incomplete,6,1989.0-1989.0,1.0,1624,2.0,11.0,1989.0,12.0,1989.0,117.0,256.0,1123.0,1.0,1.0,0.0,1.0,2.0,2.0,187.0,171.0,37.0,31.0,0.0,0.0,0.0,0.0,0,0.0,5.0,2618.0,780.0,0.0,1.0,0.0,0.0,0.0,NaN
393,279.0,none,none,none,none,Samir Farid Geagea,Samir Geagea,Samir,Geagea,al-Hakim,none,Lebanon,Lebanon vs LF,Lebanese Forces (LF)/LF-Geagea/Front for Freedom and Man in Lebanon/Lebanese Front,LF,58.0,Male,1952.0,NaN,0.0,"Ain al-Remaneh, a Suburb of Beirut, Lebanon",33.0,37.0,Unclear,0.0,Obtained Doctorate,Medicine,Medicine,none,0.0,0.0,1.0,39.0,0.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Arabic,0.0,0.0,Complete,735,1989.0-1989.0,1.0,1076,1.0,1.0,1989.0,9.0,1989.0,63.0,383.0,1085.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,2518.0,660.0,0.0,0.0,0.0,1.0,0.0,37.0
394,288.0,none,none,none,none,Samuel Doe,Samuel Doe,Samuel,Doe,none,none,Liberia,Liberia vs Samuel Doe,NaN,none,NaN,Male,1951.0,1990.0,1.0,"Turzon, Liberia",29.0,29.0,Seized power,0.0,Obtained Bachelor's,Related to Radio and Communications,Other,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Military,1.0,0.0,NaN,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by rival group,English,1.0,0.0,Complete,5660,1980.0-1980.0,1.0,1098,1.0,4.0,1980.0,4.0,1980.0,146.0,525.0,1357.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,985.0,450.0,1.0,0.0,0.0,0.0,0.0,29.0
395,398.0,none,none,none,none,Samuel Hinga Norman,Samuel Norman,Samuel,Norman,none,none,Sierra Leone,Sierra Leone vs Kamajors (CDF),NaN,none,NaN,Male,1940.0,2007.0,1.0,"Ngolala Village, Bo District, Sierra Leone",56.0,57.0,none,0.0,Obtained Bachelor's,Military,Military,none,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,0.0,0.0,Career politician,1.0,0.0,NaN,1.0,0.0,1.0,4.0,Bachelor's,United Kingdom,1.0,0.0,2.0,0.0,0.0,Disease/natural causes,English,1.0,0.0,Complete,1130,1997.0-1998.0,3.0,1518,1.0,6.0,1997.0,3.0,1998.0,187.0,132.0,1386.0,1.0,1.0,0.0,0.0,3.0,2.0,9.0,9.0,1.0,1.0,0.0,1.0,NaN,NaN,0,0.0,4.0,928.0,451.0,1.0,0.0,0.0,0.0,0.0,58.0
396,190.0,none,none,none,none,Sanchuma Khunggur Bwiswmauthiary,Sanchuma Bwiswmauthiary,Sanchuma,Bwiswmauthiary,none,none,India,India vs ABSU,All Bodo Students Union,none,NaN,Male,1960.0,NaN,0.0,"Village Goybari (Mongolian Bazar), District Erstwhile Kokrajhar and Bongaigaon (Now Chirang Under Earlier Undivided Goalpara Ddistrict, Bodoland (Assam)",30.0,30.0,Appointed/Designated,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,21.0,1.0,Hinduism,0.0,1.0,0.0,0.0,Education,0.0,NaN,NaN,0.0,0.0,0.0,0.0,none,none,NaN,1.0,NaN,0.0,0.0,none,"Bodo, English",1.0,0.0,Complete,8,1990.0-1990.0,2.0,730,2.0,5.0,1990.0,12.0,1990.0,227.0,309.0,1205.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,7.0,1228.0,750.0,0.0,1.0,0.0,0.0,0.0,30.0
397,324.0,none,none,none,none,Saw Ba Thin Sein,Saw Ba Thin Sein,Saw Ba,Thin Sein,none,none,Myanmar,Myanmar vs KNU,Karen National Union (KNU)/Karen National Liberation Army,KNU,336.0,Male,1927.0,2008.0,1.0,"Henzada in Irrawaddy Division, British Burma",73.0,73.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Karen,0.0,0.0,Complete,709,2000.0-2008.0,153.0,1202,3.0,1.0,2000.0,5.0,2008.0,23.0,306.0,1021.0,0.0,1.0,1.0,1.0,1.0,3.0,35.0,35.0,13.0,9.0,0.0,1.0,0.0,1.0,0,0.0,-2.0,4300.0,775.0,0.0,1.0,0.0,0.0,0.0,81.0
398,325.0,none,none,none,none,Saw Bo Mya,Saw Bo Mya,Saw Bo,Mya,none,none,Myanmar,Myanmar vs KNU,Karen National Union (KNU)/Karen National Liberation Army,KNU,336.0,Male,1927.0,2006.0,1.0,"Hti Mu Khi Village, Papun Hills, British Burma",49.0,49.0,Unclear,0.0,Finished primary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Military,1.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Karen,0.0,0.0,Complete,496,1976.0-2000.0,289.0,1227,2.0,8.0,1976.0,1.0,2000.0,23.0,306.0,1021.0,0.0,2.0,1.0,1.0,1.0,3.0,127.0,97.0,43.0,31.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1850.0,775.0,0.0,1.0,0.0,0.0,0.0,73.0
399,312.0,none,none,none,none,Saw Lah Pwe,Saw Lah Pwe,Saw Lah,Pwe,Na Kham Mway,none,Myanmar,Myanmar vs DKBA5,The Democratic Karen Buddhist Army - Brigade 5,The Democratic Karen Benevolent Army,NaN,Male,1962.0,2016.0,1.0,NaN,48.0,48.0,Unclear,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,0.0,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,Disease/natural causes,none,NaN,NaN,Incomplete,1420,2010.0-2011.0,3.0,1168,1.0,11.0,2010.0,12.0,2011.0,23.0,805.0,1992.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0,0.0,-1.0,5058.0,775.0,0.0,1.0,0.0,0.0,0.0,49.0
400,448.0,none,none,none,none,Sayed Abdullo Nuri,Sayed Abdullo Nuri,Sayed,Nuri,none,none,Tajikistan,Tajikistan vs UTO,United Tajik Opposition,none,NaN,Male,1947.0,2006.0,1.0,"Tavildara, Tajikistan (Former USSR), in Gharm Darband",45.0,45.0,Founded/Co-founded,0.0,Obtained Bachelor's,"Geodesy, Islamic Studies, Technical School Area",Engineering,Vocational Training,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Journalism,0.0,0.0,0.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,1.0,0.0,Disease/natural causes,"Tajik, Russian",0.0,0.0,Complete,143,1992.0-1998.0,28.0,1726,1.0,5.0,1992.0,5.0,1998.0,200.0,353.0,1188.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,-1.0,1444.0,702.0,0.0,1.0,0.0,0.0,0.0,51.0
401,2.0,none,none,none,Pir Sayyed,Ahmad Gailani,Ahmad Gailani,Ahmad,Gailani,none,none,Afghanistan,Afganistan vs Mahaz-i Milli-yi Islami-yi Afghanistan,Mahaz-i Milli-yi Islami-yi Afghanistan,none,NaN,Male,1932.0,2017.0,1.0,"Surkh-Rod District, Eastern Nangarhar Province, Afghanistan",47.0,48.0,Founded/Co-founded,0.0,Obtained Bachelor's,Theology,Religion,none,0.0,0.0,1.0,20.0,1.0,Islam,1.0,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"Pashto, English, Dari",1.0,0.0,Complete,1330,1980.0-1989.0,55.0,10,1.0,1.0,1980.0,12.0,1989.0,137.0,732.0,1138.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,-4.0,886.0,700.0,0.0,1.0,0.0,0.0,0.0,57.0
403,285.0,none,none,none,none,Sekou Conneh,Sekou Conneh,Sekou,Conneh,none,none,Liberia,Liberia vs LURD,Liberians United for Reconciliation and Democracy,LURD,NaN,Male,1960.0,NaN,0.0,"Gbarnaga, Liberia",39.0,40.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,0.0,Islam,1.0,1.0,0.0,0.0,Other,0.0,0.0,1.0,1.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,1.0,0.0,none,"Mandingo, English",1.0,0.0,Complete,188,2000.0-2003.0,10.0,1088,1.0,8.0,2000.0,8.0,2003.0,146.0,95.0,1360.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,368.0,450.0,1.0,0.0,0.0,0.0,0.0,43.0
404,195.0,none,none,none,none,Senggoi Meetei,Senggoi Meetei,Senggoi,Meetei,none,none,India,India vs KCP,Kangleipak Communist Party (KCP)/Maoist Communist Party of Manipur/New People's Militia,none,356.0,Male,NaN,NaN,0.0,NaN,61.0,NaN,Appointed/Designated,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Hinduism,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,0,2008.0-2009.0,3.0,745,1.0,1.0,2008.0,12.0,2009.0,152.0,764.0,1160.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,3.0,0.0,NaN,0.0,0.0,0,3.0,7.0,3228.0,750.0,0.0,1.0,0.0,0.0,0.0,NaN
406,460.0,none,none,none,none,Severino Lukoya,Severino Lukoya,Severino,Lukoya,none,none,Uganda,Uganda vs Lord's Army,NaN,none,NaN,Male,1926.0,NaN,0.0,NaN,62.0,62.0,Appointed/Designated,NaN,none,none,none,none,NaN,NaN,1.0,999.0,1.0,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,1.0,NaN,none,none,NaN,NaN,Incomplete,163,1988.0-1988.0,1.0,1782,1.0,3.0,1988.0,8.0,1988.0,118.0,708.0,1335.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0,0.0,-3.0,625.0,500.0,1.0,0.0,0.0,0.0,0.0,62.0
407,13.0,none,none,none,none,Shahnawaz Tanay,Shahnawaz Tanay,Shahnawaz,Tanay,none,none,Afghanistan,Afghanistan vs Military Faction,Military Faction,none,NaN,Male,1950.0,NaN,0.0,"Town of Dargain, Pakita Province, Afghanistan",40.0,40.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies (Infantry Tactics),Military,none,0.0,0.0,1.0,28.0,1.0,Islam,NaN,1.0,0.0,0.0,Military,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Bachelor's,Soviet Union,0.0,0.0,1.0,0.0,0.0,none,"Pashto, Dari",0.0,0.0,Complete,118,1990.0-1990.0,1.0,66,1.0,3.0,1990.0,3.0,1990.0,137.0,476.0,1143.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,-4.0,836.0,700.0,0.0,1.0,0.0,0.0,0.0,40.0
408,156.0,none,none,Sheikh,none,Ibrahim Abdallah Muhammed,Ibrahim Abdallah Muhammed,Ibrahim,Muhammed,none,none,Ethiopia,Ethiopia vs SALF,NaN,none,NaN,Male,1941.0,2008.0,1.0,"Qalaafo (Kelafo) Ogaden, Ethiopia",43.0,53.0,Founded/Co-founded,0.0,Obtained Bachelor's,Islamic Sharia,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,0.0,0.0,0.0,Education,0.0,1.0,NaN,0.0,0.0,1.0,12.0,Bachelor's,Saudi Arabia,0.0,1.0,2.0,0.0,0.0,Disease/natural causes,"Somali, Amharic, Arabic",0.0,0.0,Complete,197,1994.0-1998.0,15.0,632,1.0,2.0,1994.0,1.0,1998.0,133.0,54.0,1346.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,468.0,530.0,1.0,0.0,0.0,0.0,0.0,57.0
409,10.0,none,none,none,none,Sibghatullah Mojaddedi,Sibghatullah Mojaddedi,Sibghatullah,Mojaddedi,none,none,Afghanistan,Afghanistan vs Jabha-yi Nijat-i Milli-yi Afghanistan,Jabha-yi Nijat-i Milli-yi Afghanistan,none,NaN,Male,1926.0,NaN,0.0,Afghanistan,53.0,54.0,Founded/Co-founded,0.0,Obtained Master's,Islamic Law and Jurisprudence,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,1.0,1.0,6.0,Master's,Egypt,0.0,0.0,2.0,1.0,0.0,none,"Pashto, Dari",0.0,0.0,Complete,131,1980.0-1988.0,45.0,61,1.0,1.0,1980.0,12.0,1988.0,137.0,733.0,1137.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,-3.0,908.0,700.0,0.0,1.0,0.0,0.0,0.0,62.0
410,429.0,none,none,none,none,Somawansa Amarasinghe,Somawansa Amarasinghe,Somawansa,Amarasinghe,none,none,Sri Lanka,Sri Lanka vs JVP,Janatha Vimukthi Peramuna,JVP,NaN,Male,1943.0,2016.0,1.0,"Payagala, Kalutara, Sri Lanka",46.0,46.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Other,0.0,0.0,0.0,1.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,1.0,0.0,Disease/natural causes,English,1.0,0.0,Complete,17,1989.0-1990.0,3.0,1626,3.0,12.0,1989.0,12.0,1990.0,117.0,256.0,1123.0,1.0,1.0,0.0,1.0,2.0,2.0,201.0,184.0,41.0,33.0,0.0,0.0,0.0,0.0,0,0.0,5.0,2683.0,780.0,0.0,1.0,0.0,0.0,0.0,47.0
411,62.0,none,none,none,none,Samdech Borvor Setha Thipadei Son Sann,Son Sann,Son,Sann,none,none,Cambodia,Cambodia vs KPNLF,KPNLF,The Khmer People's National Liberation Front,NaN,Male,1911.0,2000.0,1.0,"Phnom Penh, Cambodia",68.0,68.0,Founded/Co-founded,0.0,Obtained Bachelor's,Commercial Studies,Business,none,0.0,1.0,1.0,29.0,1.0,Buddhism,1.0,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,1.0,1.0,1.0,4.0,Bachelor's,France,0.0,0.0,2.0,0.0,0.0,Disease/natural causes,"Khmer, French, likely English",1.0,0.0,Complete,16400,1979.0-1991.0,69.0,281,1.0,11.0,1979.0,10.0,1991.0,103.0,378.0,1114.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,2097.0,811.0,0.0,1.0,0.0,0.0,0.0,80.0
412,254.0,Secretary General,none,Sheik,none,Subhi al-Tufayli,Subhi al-Tufayli,Subhi,al-Tufayli,none,none,Israel,Israel vs Hezbollah,Hezbollah/Islamic Jihad Organization/Islamic Resistance Front/Ansar Allah,Hezbollah,23.0,Male,1948.0,NaN,0.0,"Brital, Lebanon",41.0,42.0,Elected,0.0,Obtained Bachelor's,Theology,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,NaN,1.0,NaN,NaN,Religion,0.0,1.0,0.0,NaN,0.0,1.0,4.0,Bachelor's,"Iraq, Iran",0.0,NaN,NaN,0.0,0.0,none,Arabic,0.0,0.0,Complete,131,1990.0-1991.0,3.0,1020,1.0,7.0,1990.0,5.0,1991.0,251.0,643.0,1209.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1,0.0,6.0,19510.0,666.0,0.0,0.0,0.0,1.0,0.0,43.0
413,34.0,none,none,none,none,Suret Husseinov,Suret Husseinov,Suret,Husseinov,none,none,Azerbaijan,Azerbaijan vs Husseinov Military Faction,Husseinov Military Faction,none,NaN,Male,1959.0,NaN,0.0,"Ganja, Azerbaijan",34.0,34.0,Elected,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Laborer,1.0,1.0,1.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Azerbaijani,0.0,0.0,Complete,120,1993.0-1993.0,1.0,160,1.0,6.0,1993.0,6.0,1993.0,201.0,362.0,1190.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,5245.0,373.0,0.0,0.0,1.0,0.0,0.0,34.0
414,393.0,none,none,none,none,Sylvestre Mudacumura,Sylvestre Mudacumura,Sylvestre,Mudacumura,none,none,Rwanda,Rwanda vs FDLR,Democratic Liberation for of Rwanda,none,NaN,Male,1954.0,2019.0,1.0,"Gisenva District, Rwanda",51.0,55.0,Elected,0.0,Obtained Bachelor's,Military,Military,none,0.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,0.0,0.0,Military,1.0,1.0,1.0,NaN,1.0,1.0,2.0,Bachelor's,Germany,1.0,NaN,NaN,0.0,NaN,Assassinated by government,none,NaN,NaN,Incomplete,189,2009.0-2011.0,6.0,1494,1.0,1.0,2009.0,12.0,2011.0,179.0,828.0,1380.0,1.0,2.0,0.0,1.0,2.0,1.0,158.0,121.0,16.0,8.0,NaN,NaN,0.0,0.0,0,0.0,-1.0,1271.0,517.0,1.0,0.0,0.0,0.0,0.0,57.0
415,61.0,none,none,none,none,Ta Mok,Ta Mok,Ta,Mok,Chhit Choen,Ngon Kang,Cambodia,Cambodia vs Khmer Rouge,Khmer Rouge/Communist Party of Kampuchea/Kampuchea People's Revolutionary Party (KPRP)/Democratic Kampuchea/Revolutionary Army of Kampuchea/National Army of Democratic Kampuchea,Khmer Rouge,51.0,Male,1926.0,2006.0,1.0,"Takeo province, Cambodia (Former French Indochina)",70.0,71.0,Seized power,0.0,Obtained Bachelor's,Teaching,Teaching,none,0.0,0.0,1.0,NaN,1.0,Buddhism,0.0,1.0,1.0,0.0,Business/entrepeneurship,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Khmer,0.0,0.0,Complete,1470,1997.0-1998.0,17.0,268,2.0,7.0,1997.0,12.0,1998.0,103.0,364.0,1112.0,1.0,1.0,0.0,1.0,2.0,2.0,22.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1896.0,811.0,0.0,1.0,0.0,0.0,0.0,72.0
416,326.0,none,none,none,none,Tamla Baw,Tamla Baw,Tamla,Baw,none,none,Myanmar,Myanmar vs KNU,Karen National Union (KNU)/Karen National Liberation Army,KNU,336.0,Male,1920.0,2014.0,1.0,"Moulmein, British Burma",88.0,88.0,Appointed/Designated,0.0,none,none,none,none,NaN,NaN,NaN,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Military,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,Karen,0.0,0.0,Complete,49,2008.0-2012.0,90.0,1232,4.0,10.0,2008.0,1.0,2012.0,23.0,306.0,1021.0,0.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,10.0,7.0,0.0,NaN,0.0,1.0,0,0.0,-1.0,5058.0,775.0,0.0,1.0,0.0,0.0,0.0,92.0
417,143.0,none,none,none,none,Tamrat Layne,Tamrat Layne,Tamrat,Layne,none,none,Ethiopia,Ethiopia vs EPDM,NaN,none,NaN,Male,1955.0,NaN,0.0,"Addis Ababa, Ethiopia",27.0,28.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Amharic, English",1.0,0.0,Complete,100,1983.0-1988.0,6.0,550,1.0,1.0,1983.0,12.0,1988.0,70.0,47.0,1257.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,724.0,530.0,1.0,0.0,0.0,0.0,0.0,33.0
